Timestamp_s,Flow_Rate_L_s,Pressure_kPa,Fuel_Quantity_L,Probe_Status
147.3,0.478829831,315.6753326,726.3348044,normal
147.4,0.56962812,382.4865547,726.2778416,normal
147.5,0.304081779,,726.2474334,normal
147.6,0.34007978,361.5595227,726.2134254,normal
147.7,0.426631494,272.6510111,726.1707623,normal
147.8,0.553225488,383.5762349,726.1154397,normal
147.9,0.500534091,305.6538835,726.0653863,normal
148,0.635060119,366.6257818,726.0018803,normal
148.1,0.63166047,320.075469,725.9387143,normal
148.2,0.457098199,282.8453175,725.8930044,normal
148.3,0.474861071,364.1671926,725.8455183,normal
148.4,0.373296195,263.2731223,725.8081887,normal
148.5,0.522794115,204.0097574,725.7559093,normal
148.6,0.511265791,321.512527,725.7047827,normal
148.7,0.353579569,336.6611031,725.6694248,normal
148.8,0.570893619,320.5188982,725.6123354,normal
148.9,0.575025372,322.2576955,725.5548329,normal
149,0.523135791,406.3153942,725.5025193,normal
149.1,0.445535576,379.4878661,725.4579657,normal
149.2,0.467458525,253.5032697,725.4112199,normal
149.3,0.600161823,323.2626714,725.3512037,normal
149.4,0.420819529,349.7846434,725.3091218,normal
149.5,0.409482904,298.9082312,,faulty
149.6,0.418382552,,725.2263352,normal
149.7,0.601039435,190.7627796,725.1662313,normal
149.8,0.378415718,315.8033064,725.1283897,normal
149.9,0.649176474,311.6340492,725.063472,normal
150,0.508179534,275.2889553,725.0126541,normal
150.1,0.462915233,169.6283325,724.9663626,normal
150.2,0.429213443,274.8670281,724.9234412,normal
150.3,0.595789133,359.2669744,724.8638623,normal
150.4,0.515267025,291.7595008,724.8123356,normal
150.5,0.449254208,207.1225198,724.7674102,normal
150.6,0.464771383,371.6110501,,faulty
150.7,0.363868343,321.2979253,724.6845462,normal
150.8,0.661249279,253.8376577,,faulty
150.9,0.50741926,321.6941358,724.5676794,normal
151,0.635983649,322.6436888,724.504081,normal
151.1,0.531570206,356.8666764,,faulty
151.2,0.590697547,247.913969,724.3918542,normal
151.3,0.542503355,348.7396715,724.3376039,normal
151.4,0.430165573,366.307448,724.2945873,normal
151.5,0.485109781,288.2594771,,faulty
151.6,0.459688883,322.8653057,724.2001075,normal
151.7,0.420459209,259.2659453,724.1580615,normal
151.8,0.566433839,365.8700362,724.1014182,normal
151.9,0.504151039,346.0176716,724.051003,normal
152,0.535269954,275.9131854,723.9974761,normal
152.1,0.488038945,332.3991548,723.9486722,normal
152.2,0.451787496,317.9943846,723.9034934,normal
152.3,0.623165476,269.801122,723.8411769,normal
152.4,0.485077669,298.051772,723.7926691,normal
152.5,0.482895214,314.4777011,723.7443796,normal
152.6,0.446809316,317.8500583,,faulty
152.7,0.431374847,172.918445,723.6565612,normal
152.8,0.589674019,234.5590578,723.5975938,normal
152.9,0.35293491,418.1531015,723.5623003,normal
153,0.689403314,237.1711067,723.4933599,normal
153.1,0.418315333,280.4820245,723.4515284,normal
153.2,0.511257332,417.7600038,723.4004027,normal
153.3,0.40314447,240.9480001,723.3600882,normal
153.4,0.481180019,168.9126721,723.3119702,normal
153.5,0.603611534,265.8880506,723.2516091,normal
153.6,0.397196755,283.7978528,723.2118894,normal
153.7,0.406831437,313.418393,723.1712062,normal
153.8,0.575060959,253.035416,723.1137001,normal
153.9,0.562509775,314.3971747,723.0574492,normal
154,0.632379424,270.4239249,722.9942112,normal
154.1,0.516478299,253.178421,722.9425634,normal
154.2,0.457127334,221.9768888,722.8968507,normal
154.3,0.405221677,227.8341839,,faulty
154.4,0.41768827,289.6183144,722.8145597,normal
154.5,0.606266781,287.5107247,722.753933,normal
154.6,0.5271228,273.3672308,722.7012207,normal
154.7,0.43224746,358.0672377,722.657996,normal
154.8,0.29780123,267.635419,722.6282158,normal
154.9,0.593517184,353.2080796,722.5688641,normal
155,0.47487901,307.0153061,722.5213762,normal
155.1,0.474675196,301.1843142,722.4739087,normal
155.2,0.654090419,294.673511,722.4084997,normal
155.3,0.313813701,223.170733,722.3771183,normal
155.4,0.509177256,302.7144038,722.3262006,normal
155.5,0.643934143,393.4694655,722.2618072,normal
155.6,0.535623571,356.8495617,722.2082448,normal
155.7,0.524122711,274.4484711,722.1558325,normal
155.8,0.392217747,370.9807678,,faulty
155.9,0.588016103,347.1894978,722.0578091,normal
156,0.472108115,222.6807694,722.0105983,normal
156.1,0.518620397,338.1573099,721.9587363,normal
156.2,0.63804788,184.4610452,721.8949315,normal
156.3,0.612633691,313.1944153,721.8336681,normal
156.4,0.558958266,347.1479644,721.7777723,normal
156.5,0.224778514,376.6907103,,faulty
156.6,0.325984902,288.9677875,721.722696,normal
156.7,0.460210704,365.5462742,,faulty
156.8,0.63971853,330.2697798,721.612703,normal
156.9,0.567594731,307.6968886,721.5559436,normal
157,0.405124006,280.0629758,721.5154312,normal
157.1,0.587498778,347.5440383,721.4566813,normal
157.2,0.520387072,269.202002,721.4046426,normal
157.3,0.605944375,169.4855794,,faulty
157.4,0.302817161,348.1484865,721.3137664,normal
157.5,0.53278312,260.0818972,721.2604881,normal
157.6,0.563616228,378.5849946,721.2041265,normal
157.7,0.456193029,310.3363445,721.1585072,normal
157.8,0.397156313,239.1630572,721.1187916,normal
157.9,0.520716938,341.095584,721.0667199,normal
158,0.37740551,287.955852,721.0289793,normal
158.1,0.428042928,171.9556691,720.986175,normal
158.2,0.47139183,278.9314115,720.9390358,normal
158.3,0.575741754,344.5756104,720.8814617,normal
158.4,0.56340501,309.4753532,720.8251212,normal
158.5,0.487325702,324.8202116,720.7763886,normal
158.6,0.460525486,265.746258,,faulty
158.7,0.354810218,270.2495025,720.694855,normal
158.8,0.49707316,247.5825402,720.6451477,normal
158.9,0.635275945,349.7088479,720.5816201,normal
159,0.5331272,316.0040174,,faulty
159.1,0.411305328,221.9689832,,faulty
159.2,0.655395089,,720.4216373,normal
159.3,0.247742185,310.0388444,,faulty
159.4,0.654612944,283.0351647,720.3314018,normal
159.5,0.559190567,348.410917,720.2754828,normal
159.6,0.425020415,277.7699831,720.2329807,normal
159.7,0.39339269,,720.1936415,normal
159.8,0.499670431,369.502456,720.1436744,normal
159.9,0.404607294,316.6004547,720.1032137,normal
160,0.639204566,341.258956,720.0392932,normal
160.1,0.503885016,330.2745361,719.9889047,normal
160.2,0.222744913,293.1831613,719.9666302,normal
160.3,0.59664294,322.5041708,719.906966,normal
160.4,0.603992954,219.7488541,719.8465667,normal
160.5,0.406309001,286.9441546,719.8059358,normal
160.6,0.494383373,202.0131021,719.7564974,normal
160.7,0.482026402,285.5810181,719.7082948,normal
160.8,0.583373091,321.5263242,719.6499575,normal
160.9,0.326202008,319.4649627,719.6173373,normal
161,0.438809794,343.2187802,,faulty
161.1,0.400125113,276.7234827,719.5334438,normal
161.2,0.34186275,244.6623158,,faulty
161.3,0.291609209,336.3339348,719.4700966,normal
161.4,0.40239104,,719.4298575,normal
161.5,0.563371543,292.2927832,719.3735203,normal
161.6,0.489331748,350.9011661,719.3245872,normal
161.7,0.558406076,318.1665243,719.2687465,normal
161.8,0.586224062,345.1776141,719.2101241,normal
161.9,0.419808875,313.337169,,faulty
162,0.682981753,271.2180916,719.0998451,normal
162.1,0.458276047,,719.0540175,normal
162.2,0.455705815,242.9244033,719.0084469,normal
162.3,0.554008628,,718.953046,normal
162.4,0.542536206,357.8904292,,faulty
162.5,0.560902436,317.2680119,718.8427022,normal
162.6,0.305597611,345.0030294,718.8121424,normal
162.7,0.552909019,302.0684973,718.7568515,normal
162.8,0.450625572,259.4114431,718.7117889,normal
162.9,0.469038124,311.9686932,718.6648851,normal
163,0.493027836,341.4771965,,faulty
163.1,0.485849555,301.2893546,718.5669974,normal
163.2,0.643713631,293.3259375,718.502626,normal
163.3,0.423996185,382.4233497,718.4602264,normal
163.4,0.721938984,314.3709606,718.3880325,normal
163.5,0.53373967,195.4472284,,faulty
163.6,0.643136673,331.5895521,718.2703449,normal
163.7,0.467330951,220.1077116,718.2236118,normal
163.8,0.5449973,312.3682789,718.1691121,normal
163.9,0.463669996,366.9297175,718.1227451,normal
164,0.667619823,386.914379,718.0559831,normal
164.1,0.376974603,305.4128371,718.0182856,normal
164.2,0.381971152,295.336657,717.9800885,normal
164.3,0.577672442,186.5267386,717.9223212,normal
164.4,0.437591089,311.5100224,717.8785621,normal
164.5,0.592669485,246.8407827,717.8192952,normal
164.6,0.446553092,331.1235766,717.7746399,normal
164.7,0.627806854,340.6295505,717.7118592,normal
164.8,0.45970363,,717.6658888,normal
164.9,0.486567462,273.3081464,717.6172321,normal
165,0.329216936,365.4462219,717.5843104,normal
165.1,0.798497059,253.0266372,,faulty
165.2,0.724991701,229.8312236,717.4319615,normal
165.3,0.535964169,257.1581694,,faulty
165.4,0.571412094,349.799837,717.3212239,normal
165.5,0.422117153,289.7345754,717.2790122,normal
165.6,0.563510421,266.6890422,,faulty
165.7,0.482431759,325.9961208,717.174418,normal
165.8,0.577204812,,717.1166975,normal
165.9,0.490456064,307.2820095,717.0676519,normal
166,0.606387485,294.1249962,717.0070131,normal
166.1,0.522382128,178.5436351,,faulty
166.2,0.413017508,225.94522,716.9134732,normal
166.3,0.466538645,310.7898796,,faulty
166.4,0.460684512,255.8548958,,faulty
166.5,0.47246611,272.2573394,716.7735042,normal
166.6,0.541399656,270.5505061,716.7193643,normal
166.7,0.583006772,325.73453,716.6610636,normal
166.8,0.57601261,402.7167347,716.6034623,normal
166.9,0.639631366,289.3474532,716.5394992,normal
167,0.590981508,,716.480401,normal
167.1,0.434579047,215.1349091,716.4369431,normal
167.2,0.548917842,337.5314439,716.3820514,normal
167.3,0.665937232,354.1063508,716.3154576,normal
167.4,0.570389966,291.8002956,,faulty
167.5,0.461653976,327.8430363,,faulty
167.6,0.589869024,334.8136813,716.1532663,normal
167.7,0.567891837,314.241587,716.0964771,normal
167.8,0.33464596,277.9882797,716.0630126,normal
167.9,0.569690301,358.8929039,716.0060435,normal
168,0.510246374,318.5389955,,faulty
168.1,0.509827579,252.5202747,715.9040361,normal
168.2,0.401742057,294.0049971,715.8638619,normal
168.3,0.645291399,,715.7993328,normal
168.4,0.704653706,297.7630692,715.7288674,normal
168.5,0.512744539,275.2966579,715.677593,normal
168.6,0.634131501,241.6459738,715.6141798,normal
168.7,0.261579647,333.9927007,715.5880218,normal
168.8,0.600670691,202.529111,715.5279548,normal
168.9,0.527597747,345.9287154,715.475195,normal
169,0.612501842,277.7402298,715.4139448,normal
169.1,0.379032038,285.10658,715.3760416,normal
169.2,0.544781197,309.2542582,715.3215635,normal
169.3,0.523176761,283.3247167,715.2692458,normal
169.4,0.480805064,298.028388,715.2211653,normal
169.5,0.610075313,274.7777016,715.1601578,normal
169.6,0.441876674,323.1729,715.1159701,normal
169.7,0.506333483,259.456271,715.0653368,normal
169.8,0.455428454,277.2161749,715.0197939,normal
169.9,0.588140035,294.927422,714.9609799,normal
170,0.558137229,329.3326936,714.9051662,normal
170.1,0.468180746,283.8776924,714.8583481,normal
170.2,0.340351736,325.6243192,714.8243129,normal
170.3,0.524782235,272.3306938,714.7718347,normal
170.4,0.574641443,273.9301755,714.7143706,normal
170.5,0.476559081,232.367762,714.6667147,normal
170.6,0.435949629,310.3890705,714.6231197,normal
170.7,0.324906615,326.300484,714.590629,normal
170.8,0.524476191,268.5071246,714.5381814,normal
170.9,0.433365108,329.6113339,714.4948449,normal
171,0.385151178,238.4535486,,faulty
171.1,0.733455405,250.0284836,714.3829843,normal
171.2,0.405485904,270.4053441,714.3424357,normal
171.3,0.568156254,386.8759098,,faulty
171.4,0.37231299,329.0277381,,faulty
171.5,0.475634733,309.9132242,714.2008253,normal
171.6,0.480623635,289.5283558,714.1527629,normal
171.7,0.532171774,357.9679855,714.0995457,normal
171.8,0.468407672,337.6922213,,faulty
171.9,0.604423066,283.0167646,713.9922626,normal
172,0.744723492,333.5676931,713.9177903,normal
172.1,0.3666844,360.5597766,,faulty
172.2,0.464480145,345.0447951,713.8346738,normal
172.3,0.476885651,304.8217592,713.7869853,normal
172.4,0.602537438,223.4464715,713.7267315,normal
172.5,0.634566603,160.0506718,713.6632749,normal
172.6,0.504539682,349.7670002,713.6128209,normal
172.7,0.463770801,376.6723016,,faulty
172.8,0.445773107,282.9927486,713.5218665,normal
172.9,0.646464526,269.1171425,713.4572201,normal
173,0.791710027,408.4620186,713.3780491,normal
173.1,0.515683475,279.7016572,713.3264807,normal
173.2,0.478571603,329.8991035,,faulty
173.3,0.462010814,,713.2324225,normal
173.4,0.509442843,348.6073081,,faulty
173.5,0.390206308,328.3330988,,faulty
173.6,0.44135809,238.7518826,713.0983217,normal
173.7,0.563233977,379.2658081,,faulty
173.8,0.38156845,279.2310698,713.0038415,normal
173.9,0.505302371,255.5456211,712.9533113,normal
174,0.540965036,350.0880453,712.8992148,normal
174.1,0.446473604,284.0510889,,faulty
174.2,0.466003077,242.8403685,712.8079671,normal
174.3,0.553408241,362.2458694,712.7526263,normal
174.4,0.458005357,293.0847086,712.7068257,normal
174.5,0.483381435,256.4596376,712.6584876,normal
174.6,0.521277916,311.3124337,712.6063598,normal
174.7,0.588433714,321.5574054,,faulty
174.8,0.512304562,300.4476656,712.496286,normal
174.9,0.293851687,321.8349882,,faulty
175,0.515719581,352.0931666,,faulty
175.1,0.456161132,414.3692151,712.3697127,normal
175.2,0.51183558,316.5449502,712.3185292,normal
175.3,0.520912591,310.3307754,712.2664379,normal
175.4,0.584753756,287.0197812,712.2079625,normal
175.5,0.559901632,,712.1519724,normal
175.6,0.382434575,283.2003788,712.1137289,normal
175.7,0.432864246,303.1739826,712.0704425,normal
175.8,0.600145638,295.0659115,712.0104279,normal
175.9,0.586783753,305.2474211,711.9517496,normal
176,0.325078887,384.3380375,711.9192417,normal
176.1,0.377358403,300.6899192,711.8815058,normal
176.2,0.539344558,355.8654414,,faulty
176.3,0.595591454,342.8319412,711.7680122,normal
176.4,0.562564992,294.4368598,711.7117557,normal
176.5,0.514524975,352.6511031,711.6603032,normal
176.6,0.47412739,259.9004832,,faulty
176.7,0.472332931,329.7143412,711.5656572,normal
176.8,0.3450826,310.9830119,,faulty
176.9,0.567644337,383.7191543,,faulty
177,0.544737219,,711.4199108,normal
177.1,0.224361963,316.2491041,,faulty
177.2,0.543584531,315.6635172,711.3431161,normal
177.3,0.462600689,263.101379,711.2968561,normal
177.4,0.544402775,285.4818329,711.2424158,normal
177.5,0.479914932,267.8902322,,faulty
177.6,0.524238236,321.9812984,711.1420005,normal
177.7,0.246915159,304.1408886,711.117309,normal
177.8,0.33073866,405.6799339,711.0842351,normal
177.9,0.474537061,304.9657822,711.0367814,normal
178,0.586180107,361.5363644,710.9781634,normal
178.1,0.4981179,369.7378423,710.9283516,normal
178.2,0.50895802,316.0776592,710.8774558,normal
178.3,0.368819901,274.6626828,710.8405738,normal
178.4,0.485450004,312.7633965,710.7920288,normal
178.5,0.466816761,317.9393386,710.7453471,normal
178.6,0.461508975,295.5157987,710.6991962,normal
178.7,0.4985542,353.6389453,710.6493408,normal
178.8,0.553517728,340.5527557,,faulty
178.9,0.491494238,237.538548,710.5448396,normal
179,0.430756767,362.0187952,,faulty
179.1,0.437360528,367.0905099,710.4580279,normal
179.2,0.447430564,322.9312462,710.4132848,normal
179.3,0.564669891,435.2363615,710.3568178,normal
179.4,0.451316325,231.2862422,710.3116862,normal
179.5,0.425252515,380.6469838,710.2691609,normal
179.6,0.425327995,304.1354176,710.2266281,normal
179.7,0.553944879,385.8180644,,faulty
179.8,0.485631954,379.3607399,710.1226705,normal
179.9,0.477514374,213.2151094,,faulty
180,0.519905062,388.3600147,,faulty
180.1,0.548283385,313.8010236,709.9681002,normal
180.2,0.418753967,248.0036698,709.9262248,normal
180.3,0.501396016,282.0088192,709.8760852,normal
180.4,0.598713154,204.3318779,709.8162139,normal
180.5,0.373892635,349.0160351,709.7788246,normal
180.6,0.559035594,,709.722921,normal
180.7,0.510965055,327.7670826,709.6718245,normal
180.8,0.586415064,315.5606016,709.613183,normal
180.9,0.268994154,328.6011652,709.5862836,normal
181,0.384960021,326.8163724,709.5477876,normal
181.1,0.632352946,298.9090533,709.4845523,normal
181.2,0.456265135,291.6549561,709.4389258,normal
181.3,0.698143934,254.8598327,,faulty
181.4,0.618320461,333.2947356,709.3072794,normal
181.5,0.368738455,290.610046,709.2704055,normal
181.6,0.608643329,225.7539595,709.2095412,normal
181.7,0.361134757,426.6799053,,faulty
181.8,0.442400739,249.543074,709.1291876,normal
181.9,0.594908063,275.7669873,709.0696968,normal
182,0.538503553,383.3938472,709.0158465,normal
182.1,0.490752798,308.1649075,708.9667712,normal
182.2,0.452646702,262.9119684,,faulty
182.3,0.585579279,296.5210041,708.8629486,normal
182.4,0.513918156,287.9757306,708.8115568,normal
182.5,0.357832211,193.2082539,708.7757736,normal
182.6,0.547363264,367.5704658,,faulty
182.7,0.720525543,266.8237347,708.6489847,normal
182.8,0.582873825,269.5824572,708.5906973,normal
182.9,0.513385816,251.4908153,708.5393587,normal
183,0.645924615,288.6391293,,faulty
183.1,0.422753777,257.1614231,,faulty
183.2,0.348124223,306.3565553,708.3976785,normal
183.3,0.511822295,298.1379704,708.3464962,normal
183.4,0.480145601,172.2568695,,faulty
183.5,0.539160962,318.9890751,708.2445656,normal
183.6,0.523866218,290.0545224,708.1921789,normal
183.7,0.739695378,299.1967004,708.1182094,normal
183.8,0.289131669,407.0444848,708.0892962,normal
183.9,0.32003109,192.8042903,708.0572931,normal
184,0.578925053,293.9915418,,faulty
184.1,0.557790003,313.8546371,707.9436216,normal
184.2,0.648546571,234.2900331,,faulty
184.3,0.548740384,244.815128,707.8238929,normal
184.4,0.537792527,310.9033318,707.7701137,normal
184.5,0.342393514,213.1404518,707.7358743,normal
184.6,0.519649509,,707.6839094,normal
184.7,0.551261296,326.3695635,707.6287832,normal
184.8,0.484071568,341.187613,707.5803761,normal
184.9,0.535123927,235.912939,707.5268637,normal
185,0.701060198,274.4450482,707.4567577,normal
185.1,0.500038738,320.6837326,707.4067538,normal
185.2,0.487925634,216.8774646,707.3579612,normal
185.3,0.611222393,332.168157,,faulty
185.4,0.428433615,375.1219541,707.2539956,normal
185.5,0.544336378,210.5927604,707.199562,normal
185.6,0.649524067,278.7566402,707.1346096,normal
185.7,0.564041395,353.1000498,707.0782055,normal
185.8,0.581625095,265.7754488,707.0200429,normal
185.9,0.472159169,274.0893066,706.972827,normal
186,0.474566539,341.6848869,706.9253704,normal
186.1,0.487510335,368.8516509,706.8766193,normal
186.2,0.512208414,217.4456782,706.8253985,normal
186.3,0.409841584,315.9524489,706.7844143,normal
186.4,0.604023,266.3797598,706.724012,normal
186.5,0.509084556,300.4547325,706.6731036,normal
186.6,0.705794543,172.9534965,706.6025241,normal
186.7,0.50258368,244.6466189,706.5522658,normal
186.8,0.467332582,272.3088144,706.5055325,normal
186.9,0.47643978,276.729877,706.4578885,normal
187,0.506048527,227.1002883,,faulty
187.1,0.592324907,323.2704407,,faulty
187.2,0.43107365,314.2487875,706.3049438,normal
187.3,0.502759529,307.6139579,706.2546679,normal
187.4,0.536406198,315.005777,706.2010272,normal
187.5,0.405592084,206.7436345,706.160468,normal
187.6,0.247971833,415.5774627,706.1356709,normal
187.7,0.605352295,327.5021152,706.0751356,normal
187.8,0.494700687,299.4866111,,faulty
187.9,0.570422399,308.1019942,705.9686233,normal
188,0.433409194,248.717538,705.9252824,normal
188.1,0.666015774,321.7775334,705.8586808,normal
188.2,0.646218325,320.9456679,705.794059,normal
188.3,0.495078509,408.4892083,705.7445511,normal
188.4,0.648012501,286.1307717,705.6797499,normal
188.5,0.604740324,317.853261,705.6192759,normal
188.6,0.598505608,203.7200872,705.5594253,normal
188.7,0.497038236,283.5772109,705.5097215,normal
188.8,0.517172383,363.8820211,705.4580042,normal
188.9,0.501272335,326.8819299,705.407877,normal
189,0.329520608,359.4065234,705.3749249,normal
189.1,0.324143884,325.7288963,705.3425105,normal
189.2,0.44450603,311.2538286,705.2980599,normal
189.3,0.406887152,,705.2573712,normal
189.4,0.438518542,250.0259527,705.2135194,normal
189.5,0.54568734,312.4066447,705.1589506,normal
189.6,0.540578021,260.898341,705.1048928,normal
189.7,0.37818931,323.1539462,,faulty
189.8,0.663206695,351.6595957,705.0007532,normal
189.9,0.345746609,238.5070927,704.9661786,normal
190,0.40100656,185.0459546,,faulty
190.1,0.325332003,,,faulty
190.2,0.637833696,357.5025829,704.8297613,normal
190.3,0.538092064,268.4368534,704.7759521,normal
190.4,0.74898408,285.146867,704.7010537,normal
190.5,0.425794068,,704.6584743,normal
190.6,0.390547145,356.0408868,704.6194196,normal
190.7,0.556059421,227.1418321,704.5638137,normal
190.8,0.488217384,249.5295392,704.5149919,normal
190.9,0.629303028,,704.4520616,normal
191,0.422958702,285.1952229,704.4097658,normal
191.1,0.432088527,309.7485125,704.3665569,normal
191.2,0.378806279,318.5205294,704.3286763,normal
191.3,0.360016652,290.7580014,704.2926746,normal
191.4,0.613969095,373.7632247,704.2312777,normal
191.5,0.596584982,353.2579522,704.1716192,normal
191.6,0.788068897,255.6149377,704.0928123,normal
191.7,0.751430979,331.1611056,704.0176692,normal
191.8,0.54040006,321.03042,703.9636292,normal
191.9,0.489220634,367.6557987,703.9147072,normal
192,0.579779744,291.1580955,703.8567292,normal
192.1,0.359255684,273.7484817,,faulty
192.2,0.634479766,297.4941932,703.7573556,normal
192.3,0.492119931,216.777891,703.7081436,normal
192.4,0.375385866,286.9375185,703.6706051,normal
192.5,0.334973888,324.835533,,faulty
192.6,0.483767079,334.2478103,703.588731,normal
192.7,0.548174894,355.9630715,,faulty
192.8,0.482562791,306.2622282,703.4856572,normal
192.9,0.505539351,246.9061583,703.4351033,normal
193,0.517617278,257.182731,703.3833415,normal
193.1,0.508255703,294.0434879,703.332516,normal
193.2,0.426284447,241.5401804,,faulty
193.3,0.541354831,249.0539604,703.235752,normal
193.4,0.601251058,442.3420882,703.1756269,normal
193.5,0.624322407,312.649378,,faulty
193.6,0.58713368,301.1765947,,faulty
193.7,0.425528994,163.2855803,703.0119284,normal
193.8,0.602632528,250.7651385,,faulty
193.9,0.580621424,364.7192111,702.893603,normal
194,0.502792001,344.6538821,,faulty
194.1,0.532343078,279.7099999,702.7900895,normal
194.2,0.430139119,259.143477,702.7470756,normal
194.3,0.526518177,203.4576746,702.6944238,normal
194.4,0.53502691,304.9873798,702.6409211,normal
194.5,0.367769566,,702.6041441,normal
194.6,0.517847419,361.4492333,702.5523594,normal
194.7,0.346312234,231.7826968,702.5177282,normal
194.8,0.518062241,305.0881421,702.4659219,normal
194.9,0.657548165,374.9764838,702.4001671,normal
195,0.557408036,279.7769922,702.3444263,normal
195.1,0.392491486,413.9263245,,faulty
195.2,0.304080816,309.5092247,702.2747691,normal
195.3,0.393900643,400.2055047,702.235379,normal
195.4,0.512056153,291.7190131,702.1841734,normal
195.5,0.270595576,237.2948691,702.1571139,normal
195.6,0.542822806,334.526777,,faulty
195.7,0.591723986,311.7391131,702.0436592,normal
195.8,0.376585464,293.9056048,702.0060006,normal
195.9,0.572957904,302.3706211,701.9487048,normal
196,0.469036439,340.5929276,701.9018012,normal
196.1,0.52121306,306.6271344,701.8496799,normal
196.2,0.583582352,222.3832638,,faulty
196.3,0.34469454,369.5150989,701.7568522,normal
196.4,0.538867396,316.8095266,701.7029655,normal
196.5,0.593283538,278.1004663,701.6436371,normal
196.6,0.363517053,310.6351119,701.6072854,normal
196.7,0.568446002,330.4391012,701.5504408,normal
196.8,0.590897881,266.8599165,701.491351,normal
196.9,0.401734504,213.715575,701.4511776,normal
197,0.591313632,282.7091394,701.3920462,normal
197.1,0.478717784,294.7982725,701.3441744,normal
197.2,0.465576039,285.5251972,701.2976168,normal
197.3,0.387669599,,701.2588499,normal
197.4,0.402359855,332.3859832,701.2186139,normal
197.5,0.362810512,311.2255863,,faulty
197.6,0.604387109,277.6999039,701.1218941,normal
197.7,0.465935844,313.975093,701.0753005,normal
197.8,0.52970621,247.9843979,701.0223299,normal
197.9,0.497718545,389.2545924,,faulty
198,0.617500723,313.096725,700.910808,normal
198.1,0.435428224,316.235285,700.8672652,normal
198.2,0.57654706,199.810266,700.8096104,normal
198.3,0.541670811,178.6955242,700.7554434,normal
198.4,0.601783176,335.9330357,,faulty
198.5,0.593860363,267.8205197,,faulty
198.6,0.583252628,262.1630752,700.5775537,normal
198.7,0.810281183,373.5784587,700.4965256,normal
198.8,0.49951212,305.7337375,700.4465744,normal
198.9,0.377360996,348.1909859,,faulty
199,0.612557033,348.9511113,700.3475826,normal
199.1,0.421399815,275.5899185,,faulty
199.2,0.294825165,326.0108271,700.2759601,normal
199.3,0.421565395,269.4369328,700.2338036,normal
199.4,0.476423777,285.7057584,,faulty
199.5,0.577945791,302.5131966,,faulty
199.6,0.488461694,276.4052849,700.0795205,normal
199.7,0.399062905,,700.0396142,normal
199.8,0.563668227,252.2730921,699.9832473,normal
199.9,0.662958453,304.0378295,,faulty
200,0.2623107,276.0050568,699.8907204,normal
200.1,0.58814917,322.3287089,699.8319055,normal
200.2,0.500841377,219.9419943,699.7818214,normal
200.3,0.5142884,282.2838277,699.7303925,normal
200.4,0.540580658,182.3896901,699.6763345,normal
200.5,0.541124182,285.6177498,699.622222,normal
200.6,0.318482167,328.8268444,,faulty
200.7,0.424107181,270.0658386,699.5479631,normal
200.8,0.383965217,210.6090067,699.5095666,normal
200.9,0.524392445,297.2380093,,faulty
201,0.395331349,280.0934246,699.4175942,normal
201.1,0.488047929,328.7282874,699.3687894,normal
201.2,0.532895307,375.1294287,699.3154999,normal
201.3,0.572566347,304.3565177,699.2582433,normal
201.4,0.502728482,386.913556,,faulty
201.5,0.348933167,290.0869426,699.1730771,normal
201.6,0.517800315,389.9126814,,faulty
201.7,0.553530713,286.2366506,699.065944,normal
201.8,0.380923029,214.168715,699.0278517,normal
201.9,0.499295478,246.7619888,698.9779221,normal
202,0.370926145,310.8130863,698.9408295,normal
202.1,0.631664568,335.3057317,698.8776631,normal
202.2,0.623762053,282.0150769,698.8152869,normal
202.3,0.373700051,336.2972936,698.7779169,normal
202.4,0.480684719,305.3886256,698.7298484,normal
202.5,0.518151962,250.3828936,698.6780332,normal
202.6,0.585558989,260.496158,,faulty
202.7,0.521366445,287.6994249,698.5673406,normal
202.8,0.582314904,331.5022004,698.5091091,normal
202.9,0.530067861,290.0487509,,faulty
203,0.652833425,365.5774917,698.390819,normal
203.1,0.417720395,296.2929523,698.349047,normal
203.2,0.303716901,225.9035052,,faulty
203.3,0.418517979,254.1342489,698.2768235,normal
203.4,0.487704534,298.8981039,698.228053,normal
203.5,0.39749901,286.2436654,698.1883031,normal
203.6,0.548961272,277.2311338,,faulty
203.7,0.601248024,289.2536533,,faulty
203.8,0.588723084,332.9363585,698.0144099,normal
203.9,0.550120846,271.6012669,,faulty
204,0.430788627,309.1914728,697.916319,normal
204.1,0.577613232,249.7745936,697.8585576,normal
204.2,0.58877926,289.5665547,,faulty
204.3,0.569096603,,697.74277,normal
204.4,0.58290983,335.4140086,,faulty
204.5,0.458250698,277.7036881,,faulty
204.6,0.407051309,411.7983495,697.5979489,normal
204.7,0.304041497,292.4470475,697.5675447,normal
204.8,0.504489786,,697.5170957,normal
204.9,0.386352784,309.9508723,697.4784605,normal
205,0.369727785,370.8421417,697.4414877,normal
205.1,0.567358162,220.3394861,697.3847519,normal
205.2,0.684163907,333.9924629,697.3163355,normal
205.3,0.479504465,251.2681172,697.268385,normal
205.4,0.394074763,270.4055522,697.2289775,normal
205.5,0.692548828,333.1592561,697.1597227,normal
205.6,0.580001745,283.5106236,697.1017225,normal
205.7,0.429210999,307.6202581,697.0588014,normal
205.8,0.539105063,286.1927883,697.0048909,normal
205.9,0.441948871,351.8429641,696.960696,normal
206,0.399175174,361.2862226,696.9207785,normal
